Name,Book,Type,Subtype,Size,HD,CR,Environment,Misc
"Devil;  Barbed;  Mineral Warrior (aka ""Devil;  Stoney"")",['(Und p096)'],Outsider,Baatezu;Evil;Law;Earth,Medium ,12,12,Plane of Hell Template,- Mineral Warrior
Earth Glider,['(Und p084)'],Outsider,Earth;Evil,Large ,15,12,Underground,-
Ethereal Slayer,['(MM2 p09) - (3.5up p33)'],Outsider,-,Medium ,16,12,Plane of Ethereal,-
Guardinal;  Leonal,['(MM p14) - (Eb p9)+ - (MotP p162)'],Outsider,Guardinal;Good,Medium ,12,12,Plane of Elysian; Plane of Lamannia,-
Hormonious Choir of the Words,['(DR353 p064)'],Outsider,Good;Incorporeal,Small ,10,12,Plane of Arborea,-
Moon Dog,['(BoED p17) - (DR312 p57)'],Outsider,Good,Medium ,9,12,Plane of Elysian,Lvl +8
Class(DR312 p57) Rilmani;  Cuprilach,['(FF p14) - (3.5up p24)'],Outsider,Rilmani,Medium ,12,12,Plane of Outlands,Lvl +5
Demodand;  Kelubar,['(FF p04) - (3.5up p24)'],Outsider,Demodand;Evil,Medium ,13,13,Plane of Carceri,-
Demon;  Glabrezu,['(MM p04) - (Eb p98)'],Outsider,Tanar’ri;Evil;Chaos,Huge ,12,13,Plane of Abyss; Plane of Shavarath,-
Demon;  Jarilith,['(MM2 p06) - (3.5up p31)'],Outsider,Tanar’ri;Evil;Chaos,Large ,10,13,Plane of Abyss,-
Demon;  Oculus,['(DU129 p063)'],Outsider,Evil;Chaos,Medium ,15,13,Plane of Abyss,-
"Devil;  Ice (aka ""Gelugon"")",['(MM p05) - (Eb p97)'],Outsider,Baatezu;Evil;Law,Large ,14,13,Plane of Hell; Plane of Risia,-
Eladrin;  Ghaele,['(MM p09) - (Eb p99)'],Outsider,Eladrin;Good;Chaos,Medium ,10,13,Plane of Arborea; Plane of Thelanis,-
Ember Guard,['(MM5 p052)'],Outsider,Fire;Evil;Law,Huge ,13,13,Plane of Fire; Plane of Fernia,-
Hellchain Weaver,['(DR343 p047)'],Outsider,Evil;Law,Gargantuan ,13,13,Plane of Hell,-
Hordling;  Dread Gnasher,['(DU124 p100)'],Outsider,Evil;Chaos,Medium ,14,13,Plane of Hades; Plane of Carceri; Plane of Pandemonium; Plane of Abyss,-
Justicator,['(MM3 p08) - (MM3Errata)'],Outsider,Law,Large ,17,13,Plane of Acheron; Plane of Daanvi; Plane of Shavarath,-
Kraken;  Half-Fiend,['(Storm p116)'],Outsider,Aquatic,Gargantuan ,20,13,Temperate Aquatic,Template - Half-Fiend
Scyllan,['(Storm p157)'],Outsider,Aquatic;Native,Huge ,16,13,Plane of Hell; Cold Aquatic,-
Slaad;  Death,['(MM p23) - (Eb p96)'],Outsider,Slaad;Chaos,Medium ,15,13,Plane of Limbo; Plane of Kythri,-
Steel Predator,['(FF p16) - (3.5up p24)'],Outsider,-,Large ,12,13,Plane of Acheron,-
Yugoloth;  Ultroloth,['(MM3 p20) - (MM3Errata) - (Eb p9)+ - (MotP p185)'],Outsider,Yugoloth;Evil,Medium ,18,13,Plane of Gehenna; Plane of Mabar,Lvl +5
Archon;  Trumpet,['(MM p01) - (Eb p98)'],Outsider,Archon;Good;Law,Medium ,12,14,Plane of Celestia; Plane of Shavarath,Lvl +8
Black Beast of Bedlam,['(DR355 p033)'],Outsider,Evil;Chaos,Large ,15,14,Underground; Any Plane of Evil and Chaos,-
Demon;  Alkilith,['(FF p04) - (3.5up p24)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,11,14,Plane of Abyss,-
"Demon;  Filth (aka ""Belairon"")",['(DU147 p084)'],Outsider,Evil;Chaos,Large ,21,14,Plane of Abyss,-
Demon;  Nalfeshnee,['(MM p04) - (Eb p95)'],Outsider,Tanar’ri;Evil;Chaos,Huge ,14,14,Plane of Abyss; Plane of Dolurrh,-
Demon;  Soul,['(DU139 p086)'],Outsider,Evil;Chaos,Medium ,14,14,Plane of Abyss,-
Demon;  Verakia,['(DR357 p031)'],Outsider,Obyrith;Evil;Chaos,Gargantuan ,16,14,Plane of Abyss,-
Deva;  Astral,['(MM p01) - (Eb p98)'],Outsider,Angel;Good,Medium ,12,14,Plane of any Good; Plane of Syrania,Lvl +8
Devil;  Malebranche,['(Tot9H p12) - (MM2 p06) - (3.5up p32)'],Outsider,Baatezu;Evil;Law,Huge ,16,14,Plane of Hell,-
Eladrin;  Shiradi,['(BoED p170)'],Outsider,Eladrin;Good;Chaos,Large ,12,14,Plane of Arborea,Lvl +12
Rukarazyll,['(MM2 p18) - (3.5up p3)+ - (Eb p99)'],Outsider,Earth;Evil,Large ,12,14,Plane of Earth; Plane of Xoriat,-
Aoa;  Sphere,['(FF p01) - (3.5up p24)'],Outsider,-,Huge ,13,15,Plane of Ethereal; Plane of Astral,-
Archon;  Hound;  Hero;  Paladin 11th,['(MM p016)'],Outsider,Archon;Good;Law,Medium ,17,15,Plane of Celestia; Plane of Shavarath,Leveled Up; Lvl +5
Archon;  Throne,['(BoED p162)'],Outsider,Archon;Good;Law,Large ,14,15,Plane of Celestia,Lvl +10
Demon;  Anzu,['(DR329 p064)'],Outsider,Tanar’ri;Evil;Chaos,Huge ,16,15,Plane of Abyss,-
Demon;  Nabassu;  Mature,['(HotA p04) - (DU112 p098)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,15,15,Plane of Abyss,-
Demon;  Orlath,['(DU146 p075)'],Outsider,Evil;Chaos;Shaechanger,Large ,16,15,Plane of Abyss,-
Demon;  Sibriex,['(HotA p052)'],Outsider,Obyrith;Evil;Chaos,Huge ,15,15,Plane of Abyss,-
Devil;  Remmanon,['(MM5 p034)'],Outsider,Baatezu;Evil;Law,Medium ,18,15,Plane of Hell,-
Devil;  Xerfilstyx,['(Tot9H p13) - (FF p05) - (3.5up p24)'],Outsider,Baatezu;Evil;Law,Large ,15,15,Plane of Styx,-
Hound of Kostchtchie,['(DR345 p029)'],Outsider,Cold,Huge ,18,15,Plane of Abyss,Advanced
Illurien,['(MM5 p090)'],Outsider,Evil,Large ,20,15,Plane of Outlands,-
"Quori;  Kalaraq (aka ""Eyebinder"")",['(DR324 p053)'],Outsider,Quori;Psionic;Evil;Law,Medium ,18,15,Plane of Dal Quor,-
Rakshasa;  Ak’chazar,['(MM3 p134)'],Outsider,Native,Medium ,17,15,Temperate Mountains,Lvl +5
Weaver,['(DR352 p059)'],Outsider,Chaos,Large ,18,15,Plane of Limbo,Bas-Lag
Demodand;  Shator,['(FF p04) - (3.5up p24)'],Outsider,Demodand;Evil,Large ,15,16,Plane of Carceri,-
Demon;  Goristro,['(HotA p04) - (MotP p16) - (3.5up p28)'],Outsider,Tanar’ri;Evil;Chaos,Huge ,24,16,Plane of Abyss,-
"Devil;  Horned (aka ""Cornugon"")",['(MM p05) - (Eb p98)'],Outsider,Baatezu;Evil;Law,Large ,15,16,Plane of Hell; Plane of Shavarath,-
"Hell Hound;  Advanced+ (aka ""Canian Pit Hound"")",['(DU140 p074)'],Outsider,Fire;Evil;Law,Huge ,25,16,Plane of Hell,Advanced
Hordling;  Vultrewretch,['(DU124 p101)'],Outsider,Evil;Chaos,Medium ,15,16,Plane of Hades; Plane of Carceri; Plane of Pandemonium; Plane of Abyss,-
Planetar,['(MM p01) - (Eb p98)'],Outsider,Angel;Good,Large ,14,16,Plane of any Good; Plane of Syrania,-
Uzollru,['(DR349 p041)'],Outsider,Obyrith;Aquatic;Chaos;Evil,Colossal ,20,16,Plane of Abyss,-
Astral Dreadnought,['(MotP p15) - (3.5up p28)'],Outsider,-,Gargantuan ,18,17,Plane of Astral,-
Dalmosh,['(MM5 p016)'],Outsider,Evil;Chaos,Gargantuan ,26,17,Plane of Abyss,-
Demon;  Marilith,['(MM p04) - (Eb p98)'],Outsider,Tanar’ri;Evil;Chaos,Large ,16,17,Plane of Abyss; Plane of Shavarath,-
Demon;  Sorrowsworn,['(MM3 p03) - (MM3Errata) - (Ebp95)+'],Outsider,Tanar’ri;Evil;Chaos,Large ,18,17,Plane of Abyss; Plane of Dolurrh,-
Demon;  Wastrilith,['(FF p05) - (3.5up p24)'],Outsider,Tanar’ri;Evil;Chaos;Aquatic,Huge ,15,17,Plane of Abyss,-
Formian;  Queen,['(MM p11) - (Eb p94)'],Outsider,Formian;Law,Large ,20,17,Plane of Mechanus; Plane of Daanvi,-
Hordling;  Skullreaver,['(DU124 p101)'],Outsider,Evil;Chaos,Medium ,18,17,Plane of Hades; Plane of Carceri; Plane of Pandemonium; Plane of Abyss,-
Rilmani;  Aurumach,['(FF p14) - (3.5up p24)'],Outsider,Rilmani,Large ,16,17,Plane of Outlands,Lvl +9
Yugoloth;  Arcanaloth,['(MM2 p20) - (3.5up p3)+ - (Eb p97)'],Outsider,Yugoloth;Evil,Medium ,12,17,Plane of Gehenna; Plane of Mabar,Lvl +7
Yugoloth;  Nycaloth Commander,['(MM3 p20) - (MM3Errata) - (Eb p97)+'],Outsider,Yugoloth;Evil,Huge ,25,17,Plane of Gehenna; Plane of Mabar,Advanced; Lvl +5
Demodand;  Shator;  Advanced,['(DU147 p070)'],Outsider,Demodand;Evil,Large ,20,18,Plane of Carceri,Advanced
Demon;  Deathdrinker,['(MM4 p040)'],Outsider,Evil;Chaos,Huge ,27,18,Plane of Abyss; Plane of Dolurrh,-
Demon;  Kelvezu,['(MM2 p06) - (3.5up p31)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,12,18,Plane of Abyss,-
Devil;  Paeliryon,['(Tot9H p13) - (FF p058)'],Outsider,Baatezu;Evil;Law,Large ,18,18,Plane of Hell,-
Eladrin;  Tulani,['(BoED p171)'],Outsider,Eladrin;Good;Chaos,Medium ,18,18,Plane of Arborea,Lvl +10
Yugoloth;  Yagnoloth;  Advanced,['(DU146 p07) - (Eb p97)'],Outsider,Yugoloth;Evil,Large ,26,18,Plane of Gehenna; Plane of Mabar,Advanced
Concordant Killer,['(MM4 p034)'],Outsider,-,Large ,19,19,Plane of Outlands,-
Demon;  Molydeus,['(HotA p046)'],Outsider,Tanar’ri;Evil;Chaos,Large ,19,19,Plane of Abyss,-
Marruspawn Abomination,['(Sand p172)'],Outsider,Marruspawn;Native,Medium ,20,19,Warm Deserts,-
Yugoloth;  Ultroloth;  Advanced,['(DU141 p08) - (Eb p97)'],Outsider,Yugoloth;Evil,Medium ,30,19,Plane of Gehenna; Plane of Mabar,Advanced
Broodfiend,['(DU135 p083)'],Outsider,Evil,Huge ,22,20,Adventure,-
Daelkyr,['(Eb p27) - (EbEratta)'],Outsider,Evil,Medium ,20,20,Plane of Xoriat,-
Demon;  Balor,['(MM p04) - (Eb p95)'],Outsider,Tanar’ri;Evil;Chaos,Large ,20,20,Plane of Abyss; Plane of Fernia,-
Devil;  Pit Fiend,['(MM p05) - (Eb p95)'],Outsider,Baatezu;Evil;Law,Large ,18,20,Plane of Hell; Plane of Fernia,-
"Fire Monolith;  Half-Fiend (aka ""The Burning Soul"")",['(DU140 p076)'],Outsider,AugmentedElemental;Fire,Gargantuan ,36,20,Plane of Fire Template,- Half-Fiend
Demon;  Myrmyxicus,['(FF p05) - (3.5up p24)'],Outsider,Tanar’ri;Evil;Chaos;Aquatic,Huge ,18,21,Plane of Abyss,-
Titan,['(MM p24) - (Eb p96)'],Outsider,Chaos,Huge ,20,21,Plane of Arborea; Plane of Kythri,-
Titan;  Iconoclast,['(DR357 p06) - (MM p24)+ - (Eb p96)'],Outsider,Chaos,Huge ,20,21,Plane of Arborea; Plane of Kythri,Variant
Titan;  Strombringer,['(DR357 p06) - (MM p24)+ - (Eb p96)'],Outsider,Chaos,Huge ,20,21,Plane of Arborea; Plane of Kythri,Variant
Solar,['(MM p01) - (Eb p98)'],Outsider,Angel;Good,Large ,22,23,Plane of any Good; Plane of Syrania,-
Demon;  Klurichir,['(FF p04) - (3.5up p24)'],Outsider,Tanar’ri;Evil;Chaos,Huge ,20,25,Plane of Abyss,-
Twig Blight,['(MM2 p19) - (3.5up p37)'],Plant,-,Small ,1,0.3,Any Temperate Land; Underground,-
Myconid;  1Junior Worker,['(MM2 p15) - (3.5up p35)'],Plant,-,Tiny,1,0.5,Underground,Lvl +2
Orc;  Yellow Musk Zombie,['(FF p191)'],Plant,-,Medium ,1,0.5,Any,Template - Yellow Musk; Zombie
Feted Fungus,['(MM5 p056)'],Plant,-,Medium ,2,1,Warm Marshes; Underground,-
Myconid;  2Average Worker,['(MM2 p15) - (3.5up p35)'],Plant,-,Small ,2,1,Underground,Lvl +2
"Obliviax Mossling (aka ""Memory Moss"")",['(DR355 p047)'],Plant,-,Diminutive ,1,1,Temperate Forests; Temperate Hills,-
Plane,['(Sand p179)'],Plant,-,Small ,2,1,Warm Deserts,-
Seedroach,['(DR355 p052)'],Plant,-,Tiny,2,1,Any Plains,-
Shrieker,['(MM p113)'],Plant,-,Medium ,2,1,Underground,-
Dusanu,['(DR339 p054)'],Plant,-,Small ,3,2,Temperate Forest; Temperate Marsh; Warm Forest; Warm Marsh,-
Myconid;  3Elder Worker,['(MM2 p15) - (3.5up p35)'],Plant,-,Medium ,3,2,Underground,Lvl +3
Needlefolk,['(MM2 p15) - (3.5up p35)'],Plant,-,Medium ,3,2,Any Forest,Lvl +1
Wizended Elder,['(MM4 p180)'],Plant,-,Medium ,4,2,Cold Plains; Cold Mountains,-
Assassin Vine,['(MM p020)'],Plant,-,Large ,4,3,Temperate Forests,-
Bloodthorn,['(FF p023)'],Plant,Extraplanar,Large ,3,3,Plane of Abyss; Plane of Carceri; Plane of Outlands; Plane of Pandemonium,-
Phantom Fungus,['(MM p207)'],Plant,-,Medium ,2,3,Underground,-
Phycomid,['(DR337 p050)'],Plant,-,Small ,3,3,Underground,-
Topiary Guardian;  Boar,['(MM3 p174)'],Plant,-,Medium ,5,3,Any,Template - Topiary Guardian
Tumbling Mound,['(Sand p191)'],Plant,-,Medium ,6,3,Warm Deserts,-
Violet Fungus,['(MM p113)'],Plant,-,Medium ,2,3,Underground,-
Wortling,['(MM2 p16) - (3.5up p35)'],Plant,-,Small ,3,3,Temperate Plains; Temperate Hills; Temperate Marsh; Warm Plains; Warm Marsh; Warm Hills,-
Dusanu;  Advanced,['(DR339 p054)'],Plant,-,Medium ,9,4,Temperate Forest; Temperate Marsh; Warm Forest; Warm Marsh,Advanced
Myconid;  4Guard,['(MM2 p15) - (3.5up p35)'],Plant,-,Medium ,4,4,Underground,Lvl +4
Vine Horror,['(DU141 p04) - (FF p18) - (3.5up p24)'],Plant,Aquatic,Medium ,5,4,Any Marsh; Any Aquatic,-
Wood Woad,['(MM3 p19) - (Eb p97)'],Plant,-,Medium ,8,4,Temperate Forests; Plane of Lamannia,Lvl +3
Yellow Musk Creeper,['(FF p190)'],Plant,-,Huge ,6,4,Any,-
Basidirond,['(DR337 p048)'],Plant,-,Medium ,8,5,Temperate Forest; Underground,-
Death’s Head Tree,['(DR339 p049)'],Plant,-,Huge ,10,5,Any,-
Verdant Reaver,['(MM5 p196)'],Plant,-,Large ,6,5,Temperate Forests,-
Briarvex,['(MM4 p026)'],Plant,-,Large ,8,6,Any Forest,-
Dread Blossom Swarm,['(MM3 p04) - (MM3Errata)'],Plant,Swarm;Extraplanar,Tiny,7,6,Plane of Beastlands; Plane of Lamannia,-
Ironthorn,['(Sand p166)'],Plant,-,Large ,9,6,Warm Deserts,-
Myconid;  5Circle Leader,['(MM2 p15) - (3.5up p35)'],Plant,-,Large ,5,6,Underground,Lvl +5
Shambling Mound,['(MM p222)'],Plant,-,Large ,8,6,Temperate Marshes,Lvl +6
Tendriculos,['(MM p241)'],Plant,-,Huge ,9,6,Temperate Forests,-
"Battlebriar;  Lesser (aka ""Warbound Impaler"")",['(MM3 p01) - (MM3Errata) - (Eb p97)+'],Plant,-,Large ,12,7,Temperate Forests; Plane of Lamannia,-
Myconid;  6Sovereign,['(MM2 p15) - (3.5up p35)'],Plant,-,Large ,6,7,Underground,Lvl +6
Seedroach Swarm,['(DR355 p052)'],Plant,Swarm,Tiny,14,7,Any Plains,-
Topiary Guardian;  Lion,['(MM3 p174)'],Plant,-,Large ,10,7,Any,Template - Topiary Guardian
Vinespawn,['(MM5 p198)'],Plant,-,Large ,12,7,Warm Forests; Temperate Forests,-
Burrow Root,['(MM5 p014)'],Plant,-,Large ,12,8,Warm Marshes; Warm Plains; Warm Hills; Temperate Marshes; Temperate Plains; Temperate Hills,-
Child of Sehan,['(DU145 p043)'],Plant,-,Medium ,11,8,Any,-
Mother of All,['(DU141 p047)'],Plant,Aquatic,Huge ,10,8,Any Aquatic,-
Treant,['(MM p244)'],Plant,-,Huge ,7,8,Temperate Forests,Lvl +5
Kelp Angler,['(FF p112)'],Plant,Aquatic,Large ,11,9,Any Aquatic,-
Saguaro Sentiel,['(Sand p181)'],Plant,-,Huge ,12,9,Warm Deserts,Lvl +4
Black Willow,['(DU149 p095)'],Plant,Shapechanger,Huge ,12,10,Any,-
Greenvice,['(MM2 p12) - (3.5up p34)'],Plant,-,Huge ,12,10,Temperate Hills; Temperate Plains; Temperate Marshes; Warm Hills; Warm Plains; Warm Marsh,-
Sporebat,['(FF p161)'],Plant,-,Medium ,15,10,Temperate Hills; Temperate Plains,-
Treant;  Corrupted,['(DR350 p044)'],Plant,-,Huge ,7,10,Temperate Forests,Template - Corrupted
Umbral Banyan,['(MotP p17) - (3.5up p28)'],Plant,-,Huge ,15,10,Any Forest,-
Night Twist,['(MM3 p11) - (MM3Errata)'],Plant,-,Large ,15,12,Temperate Marshes,-
Oaken Defender,['(MM4 p106)'],Plant,-,Huge ,18,12,Temperate Forests,-
Octopus Tree,['(FF p130)'],Plant,-,Huge ,14,12,Temperate Aquatic,-
Topiary Guardian;  Triceratops,['(MM3 p17) - (MM3Errata)'],Plant,-,Huge ,20,12,Any,Template - Topiary Guardian
Ironmaw,['(FF p10) - (3.5up p24)'],Plant,Extraplanar,Huge ,12,13,Plane of Abyss,-
Red Sundew,['(MM2 p17) - (3.5up p36)'],Plant,-,Huge ,15,13,Temperate Forests; Warm Forests,-
Battlebriar,['(MM3 p01) - (Eb p97)'],Plant,-,Huge ,25,15,Temperate Forests; Plane of Lamannia,-
Octopus Tree;  Advanced,['(DU132 p067)'],Plant,-,Gargantuan ,26,16,Temperate Aquatic,Advanced
Plague Brush,['(MM3 p12) - (MM3Errata) - (Eb p95)+'],Plant,Extraplanar,Colossal ,31,17,Plane of Carceri; Plane of Dolurrh,-
Night Twist;  Ancient,['(MM3 p11) - (MM3Errata)'],Plant,-,Huge ,25,20,Temperate Marshes,Advanced
Orcwort,['(MM2 p16) - (3.5up p35)'],Plant,-,Colossal ,32,20,Temperate Plains; Temperate Hills; Temperate Marsh; Warm Plains; Warm Marsh; Warm Hills,-
Skeleton;  Dire Rat,['(LM p158)'],Undead,-,Small ,1,0.3,Any,-
Skeleton;  Halfling Warrior,['(LM p158)'],Undead,-,Small ,1,0.3,Any,-
Skeleton;  Human Warrior,['(MM p226)'],Undead,-,Medium ,1,0.3,Temperate Plains,-
Skeleton;  Kobold Warrior,['(LM p158)'],Undead,-,Small ,1,0.3,Any,-
Zombie;  Dire Rat,['(LM p170)'],Undead,-,Small ,2,0.5,Any,-
Zombie;  Gnome Warrior,['(LM p170)'],Undead,-,Small ,2,0.5,Any,-
Zombie;  Goblin Warrior,['(LM p170)'],Undead,-,Small ,2,0.5,Any,-
Zombie;  Human Commoner,['(MM p266)'],Undead,-,Medium ,2,0.5,Any,-
Zombie;  Kobold,['(MM p266)'],Undead,-,Small ,2,0.5,Temperate Forests,-
Zombie;  Vulture,['(SotLW p15)'],Undead,-,Small ,2,0.5,Warm Desert,-
Ghoul,['(MM p11) - (DR336 p042)'],Undead,-,Medium ,2,1,Any,-
Kyuss Spawnling,['(DU126 p040)'],Undead,Aquatic,Tiny,1,1,Adventure (kyuss),-
Lacedon,['(MM p119)'],Undead,Aquatic,Medium ,2,1,Any Aquatic,-
Raiment,['(LM p117)'],Undead,-,Small ,3,1,Any,-
Skeleton;  Crocodile,['(LM p158)'],Undead,-,Medium ,3,1,Any,-
Skeleton;  Dire Badger,['(LM p158)'],Undead,-,Medium ,3,1,Any,-
Skeleton;  Gnoll Warrior,['(LM p158)'],Undead,-,Medium ,2,1,Any,-
Skeleton;  Wolf,['(MM p226)'],Undead,-,Medium ,2,1,Temperate Forests,-
Zombie;  Gnoll Warrior,['(LM p171)'],Undead,-,Medium ,4,1,Any,-
Zombie;  Skum,['(LM p171)'],Undead,Aquatic,Medium ,4,1,Any,-
Zombie;  Troglodyte,['(MM p266)'],Undead,-,Medium ,4,1,Underground,-
Zombie;  Wolf,['(LM p171)'],Undead,-,Medium ,4,1,Any,-
Desiccator,['(LM p094)'],Undead,Water,Medium ,4,2,Any,Lvl +3
Ghostly Visage,['(FF p221)'],Undead,Symbiont;Incorporeal,Tiny,1,2,Any,Host +1; Undead
Ghoul;  Fleshvigor,['(DR315 p059)'],Undead,-,Medium ,2,2,Any,Template - Fleshvigor
Skeletal Steed,['(5Nat p116)'],Undead,-,Large ,4,2,Any,-
Skeleton;  Deinonychus,['(LM p159)'],Undead,-,Large ,4,2,Any,-
Skeleton;  Heavy Warhorse,['(LM p159)'],Undead,-,Large ,4,2,Any,-
Skeleton;  Ogre,['(LM p159)'],Undead,-,Large ,4,2,Any,-
Skeleton;  Owlbear,['(MM p226)'],Undead,-,Large ,5,2,Temperate Forests,-
Slaymate,['(LM p122)'],Undead,-,Small ,3,2,Any,-
Tomb Mote,['(LM p128)'],Undead,-,Tiny,3,2,Underground,-
Vasuthant,['(MM3 p18) - (MM3Errata) - (Eb 97)+'],Undead,-,Small ,2,2,Any; Plane of Mabar,-
Zombie;  Black Bear,['(LM p171)'],Undead,-,Medium ,6,2,Any,-
Zombie;  Bugbear,['(MM p267)'],Undead,-,Medium ,6,2,Temperate Mountains,-
Zombie;  Werewolf (hybrid form),['(LM p171)'],Undead,-,Medium ,6,2,Any,-
Allip,['(MM p01) - (DR336 p037)'],Undead,Incorporeal,Medium ,4,3,Any,-
Ashen Husk,['(Sand p137)'],Undead,-,Medium ,2,3,Any Warm,-
Beastwraith,['(DR357 p044)'],Undead,Incorporeal,Small ,5,3,Any,-
Bone Rat Swarm,['(LM p088)'],Undead,Swarm,Tiny,4,3,Any,-
Bonespur,['(MM5 p156)'],Undead,-,Large ,4,3,Any,-
Crypt Thing,['(FF p036)'],Undead,-,Medium ,6,3,Underground,-
Cursed Spirit,['(Mini p060)'],Undead,Incorporeal,Medium ,3,3,Any,-
Deathlock,['(LM p094)'],Undead,-,Medium ,3,3,Any,Lvl +3
Dreamstealer Spawn Hobgoblin Warrior 1st,['(DU106 p093)'],Undead,Incorporeal;AugmentedHumanoid,Medium ,1,3,Any Land,Template - Dreamstealger
Ghast,['(MM p11) - (DR336 p042)'],Undead,-,Medium ,4,3,Any,-
Ghoul;  True,['(DU129 p062)'],Undead,-,Medium ,4,3,Underground,-
Gravehound,['(Mini p062)'],Undead,-,Medium ,4,3,Any,-
Hound;  Ghost Brute,['(LM p101)'],Undead,Incorporeal;AugmentedAnimal,Medium ,2,3,Any,Template - Ghost Brute
Inquisitor,['(DR352 p080)'],Undead,-,Medium ,4,3,Any,-
Mastiff of Kyuss,['(DR336 p063)'],Undead,-,Medium ,2,3,Any,Template - 
Mourner,['(5Nat p090)'],Undead,-,Medium ,4,3,-special- (The Mournland),-
Murk,['(LM p112)'],Undead,Incorporeal,Medium ,3,3,Any,-
Necrosis Carnex,['(MM4 p104)'],Undead,-,Medium ,4,3,Any,-
Plague Walker,['(MM4 p120)'],Undead,-,Medium ,6,3,Any,-
Quell,['(LM p116)'],Undead,Incorporeal,Medium ,5,3,Any,-
Shadow,['(MM p22) - (DR336 p04)+ - (Eb p97)'],Undead,Incorporeal,Medium ,3,3,Any; Plane of Mabar,-
Skeleton;  Brown Bear,['(LM p159)'],Undead,-,Large ,6,3,Any,-
Skeleton;  Karrnathi,['(Eb p29) - (EbEratta)'],Undead,-,Medium ,3,3,Any,-
Skeleton;  Minotaur,['(LM p159)'],Undead,-,Large ,6,3,Any,-
Skeleton;  Troll,['(MM p227)'],Undead,-,Large ,6,3,Cold Mountains,-
Skin Kite,['(LM p119)'],Undead,-,Small ,4,3,Cold Hills,-
Zombie;  Centaur,['(LM p171)'],Undead,-,Large ,8,3,Any,-
Zombie;  Dire Ape,['(LM p172)'],Undead,-,Large ,10,3,Any,-
Zombie;  Karrnathi,['(Eb p29) - (EbEratta)'],Undead,-,Medium ,3,3,Any,-
Zombie;  Ogre,['(MM p267)'],Undead,-,Large ,8,3,Temperate Hills,-
Blackskate,['(Storm p139)'],Undead,Aquatic,Large ,4,4,Any Aquatic,-
Bloodhulk Fighter,['(MM4 p020)'],Undead,-,Medium ,10,4,Any,-
Bonedrinker;  Lesser,['(MM3 p01) - (MM3Errata)'],Undead,-,Small ,7,4,Any,-
Brain in a Jar,['(LM p090)'],Undead,-,Tiny,3,4,Any,-
Corpse Rat Swarm,['(LM p092)'],Undead,Swarm,Tiny,8,4,Any,-
Forlorn Husk,['(Sand p163)'],Undead,-,Medium ,3,4,Warm Deserts,-
Ghast;  Spellstitched,['(CArc p16) - (MM2 p216)'],Undead,-,Medium ,4,4,Any,Template - Spellstitched
Haunt;  Taunting,['(MM5 p082)'],Undead,Incorporeal,Medium ,6,4,Any,-
Living Wall - Human Warrior 4th,['(DR343 p049)'],Undead,-,Medium ,4,4,Any,Template - Living Wall
Nether Hound Ghast,['(DR322 p088)'],Undead,-,Medium ,4,4,Any,Template - Nether Hound
Ogre;  Savage Vampire,['(DR348 p039)'],Undead,AugmentedGiant,Large ,4,4,Any,Template - Savage Vampire
Serpentir,['(MM5 p158)'],Undead,-,Large ,8,4,Any,-
Skeleton;  Chimera,['(MM p227)'],Undead,-,Large ,9,4,Temperate Hills,-
Skeleton;  Hydra;  9 Headed,['(LM p160)'],Undead,-,Huge ,9,4,Any,-
Skulking Cyst,['(LM p120)'],Undead,-,Small ,4,4,Any,-
Spectral Lyrist,['(LM p123)'],Undead,Incorporeal,Medium ,6,4,Any,-
Steaming Soldier,['(DR324 p060)'],Undead,Cold,Mediumum ,4,4,Any Cold,-
Strahd’s Skeletal Steed,['(DR359 p069)'],Undead,-,Large ,5,4,Any,-
Urdark,['(MoE p149)'],Undead,Incorporeal,Small ,6,4,Any,-
Vampire Spawn,['(MM p253)'],Undead,-,Medium ,4,4,Temperate Plains,-
Web Mummy;  Human Commoner,['(MM4 p165)'],Undead,-,Medium ,4,4,Temperate Forests; Underground,Template - Web Mummy
Wight,['(MM p25) - (DR336 p047)'],Undead,-,Medium ,4,4,Any,-
Wight;  Shadow,['(MotP p19) - (3.5up p26)'],Undead,-,Medium ,4,4,Any,Template - Shadow
Zombie;  Hound Archon,['(LM p171)'],Undead,-,Medium ,12,4,Any,-
Zombie;  Hydra;  5 Headed,['(LM p172)'],Undead,-,Large ,10,4,Any,-
Zombie;  Minotaur,['(MM p267)'],Undead,-,Large ,12,4,Underground,-
Zombie;  Wyvern,['(MM p267)'],Undead,-,Large ,14,4,Warm Hills,-
Boneclaw,['(MM3 p01) - (DR336 p38)'],Undead,-,Large ,10,5,Any,-
Dreamstealer,['(DU106 p092)'],Undead,Incorporeal,Medium ,6,5,Any Land,-
Drowned One;  Human Monk 4th,['(DU106 p049)'],Undead,Water;AugmentedHumanoid,Medium ,4,5,Any Water or Costal,Template - Drowned One
Entomber,['(LM p097)'],Undead,-,Medium ,8,5,Any,-
Ephemeral Swarm,['(MM3 p05) - (Eb p95)'],Undead,Swarm;Incorporeal,Tiny,12,5,Plane of Ethereal; Plane of Dolurrh,-
